"domain","collect","tags_str"
"0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-0-0-0-0-0-0-0-0.info","1605225600","['spam']"
"0-0-0-0-0-0-0-0-0-0-0-0-0-33-0-0-0-0-0-0-0-0-0-0-0-0-0.info","1605225600","['spam']"
"0-1w-05.net","1605225600","['spam']"
"0-as69vh7k2.biz","1605225600","['spam']"
"0.tcp.ngrok.io","1605225600","['c2']"
"001linker.net","1605225600","['spam']"
"002cfcacefd8fb8bef367e32828ba97d.cz.cc","1605225600","['malware']"
"0034ufow.com","1605225600","['spam']"
"008sjw36.tk","1605225600","['spam']"
"00hotmlsecure.live","1605225600","['spam']"
"0134953.live","1605225600","['generic']"
"01ae8702959a481e2fa2dd6306908c0d.cz.cc","1605225600","['malware']"
"01aj78cz5spx-9n3.com","1605225600","['spam']"
"01v8-9uvm.com","1605225600","['spam']"
"02-z7x68frwq4o3e.com","1605225600","['spam']"
"02.my-payments.org","1605225600","['phishing']"
"02.xn--kprv2p5ncce060cgo9d.cc","1605225600","['malware']"
"0207ids.com","1605225600","['spam']"
"020920j.com","1605225600","['spam']"
"02192020.com","1605225600","['spam']"
"02accounts.com","1605225600","['phishing']"
"02billing-alerts.com","1605225600","['phishing']"
"02billing-info.com","1605225600","['phishing']"
"02billinginfo-digital.com","1605225600","['phishing']"
"02dulduldul1223.com","1605225600","['spam']"
"02secure-billing.com","1605225600","['phishing']"
"03-09-2020.online","1605225600","['generic']"
"032app.allage.at","1605225600","['malware']"
"032cdn.arsis.at","1605225600","['malware']"
"03ty.com","1605225600","['spam']"
"040920b.com","1605225600","['spam']"
"0518cx.com","1605225600","['malware']"
"0537cq.cn","1605225600","['malware']"
"0571xbyy.com","1605225600","['spam']"
"05xss.com","1605225600","['malware']"
"06.aswenmcxnz.cc","1605225600","['malware']"
"06.sxnmcewocx.cc","1605225600","['malware']"
"06.xn--tbtt2el9lptvffc976c.cc","1605225600","['malware']"
"06.zcvxweqmns.cc","1605225600","['malware']"
"07095k3885q1sn6.iestats.cc","1605225600","['malware']"
"071282sales024911.tk","1605225600","['spam']"
"0740nxkw8z.space","1605225600","['spam']"
"07gmail.com","1605225600","['spam']"
"0807ids.com","1605225600","['spam']"
"08accountjs.us","1605225600","['spam']"
"08approvaljs.us","1605225600","['spam']"
"08argumentjs.us","1605225600","['spam']"
"08birthjs.us","1605225600","['spam']"
"08brotherrb.us","1605225600","['spam']"
"08cheeksjs.us","1605225600","['spam']"
"08disgustrb.us","1605225600","['spam']"
"08judgerb.us","1605225600","['spam']"
"08monitorrjb.us","1605225600","['spam']"
"08ratejs.us","1605225600","['spam']"
"08storyjs.us","1605225600","['spam']"
"08tastejs.us","1605225600","['spam']"
"08windjs.us","1605225600","['spam']"
"08z1-1h.net","1605225600","['spam']"
"0900259.com","1605225600","['spam']"
"0900582.com","1605225600","['spam']"
"0900693.com","1605225600","['spam']"
"0900704.com","1605225600","['spam']"
"0900815.com","1605225600","['spam']"
"0901360.com","1605225600","['spam']"
"0901704.com","1605225600","['spam']"
"0901815.com","1605225600","['spam']"
"0901926.com","1605225600","['spam']"
"0902471.com","1605225600","['spam']"
"0902704.com","1605225600","['spam']"
"0902815.com","1605225600","['spam']"
"0902926.com","1605225600","['spam']"
"0903037.com","1605225600","['spam']"
"0903148.com","1605225600","['spam']"
"0903582.com","1605225600","['spam']"
"0903815.com","1605225600","['spam']"
"0903926.com","1605225600","['spam']"
"0904037.com","1605225600","['spam']"
"0904148.com","1605225600","['spam']"
"0904693.com","1605225600","['spam']"
"0904926.com","1605225600","['spam']"
"0905037.com","1605225600","['spam']"
"0905148.com","1605225600","['spam']"
"0905259.com","1605225600","['spam']"
"0905360.com","1605225600","['spam']"
"0905704.com","1605225600","['spam']"
"0906148.com","1605225600","['spam']"
"0906259.com","1605225600","['spam']"
"0906360.com","1605225600","['spam']"
"0906471.com","1605225600","['spam']"
"0906815.com","1605225600","['spam']"
"0907259.com","1605225600","['spam']"
"0907360.com","1605225600","['spam']"
"0907471.com","1605225600","['spam']"
"0907926.com","1605225600","['spam']"
"0908037.com","1605225600","['spam']"
"0908360.com","1605225600","['spam']"
"0908471.com","1605225600","['spam']"
"0908582.com","1605225600","['spam']"
"0908693.com","1605225600","['spam']"
"0909148.com","1605225600","['spam']"
"0909471.com","1605225600","['spam']"
"0909582.com","1605225600","['spam']"
"0909693.com","1605225600","['spam']"
"0909704.com","1605225600","['spam']"
"0918amazing.us","1605225600","['spam']"
"0918big.us","1605225600","['spam']"
"0918instructive.us","1605225600","['spam']"
"0918unusual.us","1605225600","['spam']"
"095267195954465-dot-crafty-shade-294422.uk.r.appspot.com","1605225600","['phishing']"
"09bonkerssept.us","1605225600","['spam']"
"09boogersept.us","1605225600","['spam']"
"09cheesegreat.us","1605225600","['spam']"
"09doppelgangersept.icu","1605225600","['spam']"
"09fartsept.us","1605225600","['spam']"
"09hairy.fun","1605225600","['spam']"
"09jigglysept.us","1605225600","['spam']"
"09m4y2013.co.za","1605225600","['spam']"
"09oqdgbsxhxomym4hnajsrzxjqsl.270.at","1605225600","['malware']"
"09yyy28.cc","1605225600","['malware']"
"0a8.ru","1605225600","['spam']"
"0akley.cc","1605225600","['spam']"
"0akn6.tk","1605225600","['spam']"
"0b30qo8dhp.biz","1605225600","['spam']"
"0d3vx.com","1605225600","['spam']"
"0dbs.com","1605225600","['spam']"
"0dgt8xx.ru","1605225600","['malware']"
"0dkft.tk","1605225600","['spam']"
"0e1266d8-b870-11e9-914c-d89d6723160c.fokwsdfrld.com","1605225600","['malware']"
"0eeht.tk","1605225600","['spam']"
"0ejc7l-rc7.tokyo","1605225600","['spam']"
"0euros.fr","1605225600","['spam']"
"0f3w5k.jp","1605225600","['spam']"
"0f6p2zse.co","1605225600","['spam']"
"0fhef.tk","1605225600","['spam']"
"0fl0aqti3bywd3aq.shop","1605225600","['spam']"
"0g4h4.tk","1605225600","['spam']"
"0gfvmvt81p7mniks.shop","1605225600","['spam']"
"0gllh.tk","1605225600","['spam']"
"0gt6dx.ru","1605225600","['malware']"
"0gt7dx.ru","1605225600","['malware']"
"0h8yo.icu","1605225600","['generic']"
"0hj.com.br","1605225600","['spam']"
"0j9.ru","1605225600","['spam']"
"0joinwhere6.cricket","1605225600","['spam']"
"0k4.ru","1605225600","['spam']"
"0m3.ru","1605225600","['spam']"
"0m4.ru","1605225600","['spam']"
"0m7.ru","1605225600","['spam']"
"0nlinestore.com","1605225600","['spam']"
"0nltwc-pow.com","1605225600","['spam']"
"0nofds9z2mlpinb.ru","1605225600","['spam']"
"0oeru47q.ryukyu","1605225600","['spam']"
"0omub6t8m8.eeverynightaspen.net","1605225600","['malware']"
"0p2.ru","1605225600","['spam']"
"0p3.ru","1605225600","['spam']"
"0p417-v35zrwjk9.com","1605225600","['spam']"
"0p8.ru","1605225600","['spam']"
"0pv-60ya.net","1605225600","['spam']"
"0q2.ru","1605225600","['spam']"
"0q5.ru","1605225600","['spam']"
"0q7.ru","1605225600","['spam']"
"0q725pai9v.jp","1605225600","['spam']"
"0r4s5f-khx.com","1605225600","['spam']"
"0r9.ru","1605225600","['spam']"
"0rn2uesak493b.iestats.cc","1605225600","['malware']"
"0setnone1.cricket","1605225600","['spam']"
"0sneawz1r8v6n5yz.link","1605225600","['spam']"
"0tw9re3.com","1605225600","['spam']"
"0uo7u.tk","1605225600","['spam']"
"0utsharefile.com","1605225600","['spam']"
"0v7.ru","1605225600","['spam']"
"0v8.ru","1605225600","['spam']"
"0vk7nyj55932ii.iestats.cc","1605225600","['malware']"
"0w2.ru","1605225600","['spam']"
"0w4.ru","1605225600","['spam']"
"0w5.ru","1605225600","['spam']"
"0w6.ru","1605225600","['spam']"
"0w7.ru","1605225600","['spam']"
"0web.in","1605225600","['malware']"
"0x-booter.pw","1605225600","['ddos']"
"0xf4a5.tk","1605225600","['generic']"
"0y5.ru","1605225600","['spam']"
"0y7.ru","1605225600","['spam']"
"0yi.ru","1605225600","['spam']"
"0yj.ru","1605225600","['spam']"
"0yn.ru","1605225600","['spam']"
"0yoxbd9y3xya.biz","1605225600","['spam']"
"0yp.ru","1605225600","['spam']"
"0yq.ru","1605225600","['spam']"
"0yr.ru","1605225600","['spam']"
"0yt.ru","1605225600","['spam']"
"0yv.ru","1605225600","['spam']"
"0yw.ru","1605225600","['spam']"
"0yz.ru","1605225600","['spam']"
"0z6.ru","1605225600","['spam']"
"0z8.ru","1605225600","['spam']"
"0zf.ru","1605225600","['spam']"
"0zg.ru","1605225600","['spam']"
"0zw.ru","1605225600","['spam']"
"1-34-164-204.hinet-ip.hinet.net","1605225600","['malware']"
"1-jp.jp","1605225600","['spam']"
"1.3wzn5p2yiumh7akj.waytopaytosystem.com","1605225600","['malware']"
"1.magnoec.com","1605225600","['malware']"
"1.pe.gp","1605225600","['malware']"
"1.vg","1605225600","['malware']"
"1.yhjfw.com","1605225600","['malware']"
"10.tor.exit.babylon.network","1605225600","['malware']"
"10002.lin580.com","1605225600","['malware']"
"1000paydayloanhere.com","1605225600","['spam']"
"1000pills.it.pn","1605225600","['spam']"
"1001-a.ro","1605225600","['spam']"
"1001opticiens.net","1605225600","['spam']"
"10022020newfolder1002002231-service1002.space","1605225600","['malware']"
"1003jjm1vvpgulgy0kmn1njywob.org","1605225600","['malware']"
"100bandklan.com","1605225600","['spam']"
"100brainplyaingwell.us","1605225600","['spam']"
"100diabetsprotocol.us","1605225600","['spam']"
"100pills.cf","1605225600","['spam']"
"100pills.it.pn","1605225600","['spam']"
"100tab.ga","1605225600","['spam']"
"100tipsadayh3alth.com","1605225600","['spam']"
