"domain","collect","tags_str"
"000turtali4.email","1612483200","['spam']"
"001admloja.monster","1612483200","['spam']"
"0377huishou.com","1612483200","['generic']"
"04081950.top","1612483200","['spam']"
"04luriruf.ikei5.za3r.snavlzuijt.ml","1612483200","['generic']"
"0536wfwl.com","1612483200","['generic']"
"0699abstract6.com","1612483200","['generic']"
"0ad8b925.ithemeshosting.com.php73-39.lan3-1.websitetestlink.com","1612483200","['generic']"
"0cv1vz.wang","1612483200","['spam']"
"0gorundpoereneratroias.us","1612483200","['spam']"
"0nteub.wang","1612483200","['spam']"
"1.p4564.com","1612483200","['malware']"
"1001admloja.monster","1612483200","['spam']"
"100wsc.com","1612483200","['generic']"
"111.gai8567.cn","1612483200","['malware']"
"114cmj.com","1612483200","['generic']"
"118game.top","1612483200","['generic']"
"11fcc30a79d87.org","1612483200","['generic']"
"1212kk.top","1612483200","['generic']"
"1234.cc","1612483200","['malware']"
"123wf.ml","1612483200","['generic']"
"128bits.cc","1612483200","['malware']"
"13699.wang","1612483200","['spam']"
"14e1position5.com","1612483200","['generic']"
"1515kk.top","1612483200","['generic']"
"1637478.shushubabies.com","1612483200","['generic']"
"1717kk.top","1612483200","['generic']"
"17199.wang","1612483200","['spam']"
"1955central.monster","1612483200","['spam']"
"19766.wang","1612483200","['spam']"
"19920.com","1612483200","['malware']"
"1998repositor.email","1612483200","['spam']"
"1b813e523e45b.org","1612483200","['generic']"
"1wani.com","1612483200","['spam']"
"1xbet-win.ru","1612483200","['phishing']"
"2000central.monster","1612483200","['spam']"
"2021-alfa-bank.ru","1612483200","['phishing']"
"2021-alfabankru.ru","1612483200","['phishing']"
"2021central.email","1612483200","['spam']"
"2021descargarflplayer.site","1612483200","['generic']"
"2021franceflplayer.info","1612483200","['generic']"
"2021maquinas.email","1612483200","['spam']"
"2021secretaria.email","1612483200","['spam']"
"2121kk.top","1612483200","['generic']"
"21lsunciadghjaytahgsdhjad.us","1612483200","['spam']"
"2222kk.top","1612483200","['generic']"
"23211.wang","1612483200","['spam']"
"2424kk.top","1612483200","['generic']"
"247adult.club","1612483200","['spam']"
"24creditnalichka.xyz","1612483200","['spam']"
"291coverup.com","1612483200","['spam']"
"2kb053.wang","1612483200","['spam']"
"2lcfo.com","1612483200","['malware', 'generic']"
"2scw.net","1612483200","['generic']"
"2webs-go.ru","1612483200","['phishing']"
"2weekjketochallanegsh.us","1612483200","['spam']"
"31b4bd31fg1x2.org","1612483200","['generic']"
"32f.top","1612483200","['spam']"
"32sunmrah.mwmm0.vx5i.ulepostynl.ml","1612483200","['generic']"
"34567k.cc","1612483200","['malware']"
"360view.yphs.ntpc.edu.tw","1612483200","['malware', 'generic']"
"37911.wang","1612483200","['spam']"
"38811.wang","1612483200","['spam']"
"38memosrydsprojshys.us","1612483200","['spam']"
"3afc5ff1c881b281.xyz","1612483200","['malware']"
"3danaimationsjeuyahsdkjah.us","1612483200","['spam']"
"3danimationlearneasileks.us","1612483200","['spam', 'generic']"
"3diliiutiosanimatroias.us","1612483200","['spam']"
"3kc4kaj564.lindahulse.com","1612483200","['malware']"
"4.kuai-go.com","1612483200","['generic']"
"4.tcp.ngrok.io","1612483200","['c2']"
"41120a27v9.edgyheels.com","1612483200","['malware']"
"49parallel.ca","1612483200","['generic']"
"4gf9kiny738zry6.net","1612483200","['spam']"
"4pda.vip","1612483200","['phishing']"
"4southern.com","1612483200","['generic']"
"4trd6ewssi66bar.net","1612483200","['spam']"
