"url","collect","tags_str"
"0-24bpautomentes.hu/contactform/documentation/3wlfqd87uwq/fvfqyqg188611020818887ck82168xbdpel37d","1600473600","['malware']"
"0-24bpautomentes.hu/contactform/https:/lm/zmjxwcah6xcvp6qnkzmn","1600473600","['malware']"
"0-24bpautomentes.hu/contactform/lm/zmjxwcah6xcvp6qnkzmn","1600473600","['malware']"
"01.shgrasp.vip/v3mzw/setup/%e4%bb%bb%e6%88%91%e8%a1%8c%e6%b5%8f%e8%a7%88%e5%99%a8.exe","1600473600","['malware']"
"016614590390149677279078-dot-my-project-45bb.ey.r.appspot.com/c:/users","1600473600","['phishing']"
"016614590390149677279078-dot-my-project-45bb.ey.r.appspot.com/c:/users/user/downiohttps","1600473600","['phishing']"
"016614590390149677279078.my-project-45bb.ey.r.appspot.com/c:/users","1600473600","['phishing']"
"01888f90-c5de-40b5-aa35-28082cf97171.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"02-billing.ref-193.com/?o2=2","1600473600","['phishing']"
"02348332-a85c-469a-83fe-422672475c48.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"02b28863-eee4-466d-823e-f87f0a957da6.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"04040-dot-bles05.wn.r.appspot.com/?t=1&amp;e=frank.dicristina@allnex.com","1600473600","['phishing']"
"04de5a73-bfcf-4a49-95ed-e4f8c3f51fde.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"06816905-57a5-42d6-af9b-a89d5e6f70f1.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"069929446764312-dot-my-project-45bb.ey.r.appspot.com/c:/users","1600473600","['phishing']"
"069929446764312-dot-my-project-45bb.ey.r.appspot.com/c:/users/user","1600473600","['phishing']"
"069929446764312.my-project-45bb.ey.r.appspot.com/c:/users","1600473600","['phishing']"
"069929446764312.my-project-45bb.ey.r.appspot.com/c:/users/user","1600473600","['phishing']"
"069929446764312.my-project-45bb.ey.r.appspot.com/c:/users/user/d0wni0","1600473600","['phishing']"
"07222124-0a9e-470c-bfdc-f6aa867b90fc.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"08c8caa7-2bce-4141-90d3-6da0a6b6bab6.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"0931tangfc.com/config/922702/j9h3jec3861056606218942t139mmg2aga8md487","1600473600","['malware']"
"0931tangfc.com/config/paclm/ekw50pjaxptd","1600473600","['malware']"
"098765432123456789.000webhostapp.com/adobe%20latest/reader/index.html","1600473600","['phishing']"
"0f08ea43-930f-4119-92d7-6b3ab739d863.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html","1600473600","['phishing']"
"1.0.132.195:1124/.i","1600473600","['malware']"
"1.1.161.140:38776/mozi.m","1600473600","['malware']"
"1.1.161.44:45524/mozi.a","1600473600","['malware']"
"1.1.163.203:55183/mozi.m","1600473600","['malware']"
"1.1.165.39:38776/mozi.a","1600473600","['malware']"
"1.1.165.39:38776/mozi.m","1600473600","['malware']"
"1.1.166.168:54947/mozi.m","1600473600","['malware']"
"1.1.167.107:60013/mozi.m","1600473600","['malware']"
"1.1.168.96:45361/mozi.a","1600473600","['malware']"
"1.1.170.173:54947/mozi.m","1600473600","['malware']"
"1.1.170.66:53639/mozi.m","1600473600","['malware']"
"1.1.171.86:48585/mozi.m","1600473600","['malware']"
"1.1.174.35:58894/mozi.a","1600473600","['malware']"
"1.1.174.5:38776/mozi.m","1600473600","['malware']"
"1.10.133.23:58923/mozi.m","1600473600","['malware']"
"1.11.132.252:34758/.i","1600473600","['malware']"
"1.171.179.97:51835/mozi.m","1600473600","['malware']"
"1.17110.com/controls/control.exe","1600473600","['malware']"
"1.186.151.219:50766/mozi.m","1600473600","['malware']"
"1.186.53.31:47845/mozi.m","1600473600","['malware']"
"1.190.216.132:38403/mozi.a","1600473600","['malware']"
"1.190.216.132:38403/mozi.m","1600473600","['malware']"
"1.190.229.104:37990/mozi.m","1600473600","['malware']"
"1.193.237.50:32913/bin.sh","1600473600","['malware']"
"1.193.237.50:32913/i","1600473600","['malware']"
"1.193.237.50:32913/mozi.m","1600473600","['malware']"
"1.196.152.162:60703/mozi.a","1600473600","['malware']"
"1.196.152.217:38072/mozi.m","1600473600","['malware']"
"1.196.152.217:38072/mozi.x","1600473600","['malware']"
"1.2.184.180:53508/mozi.m","1600473600","['malware']"
"1.20.150.178:54947/mozi.m","1600473600","['malware']"
"1.20.215.200:53508/mozi.m","1600473600","['malware']"
"1.20.219.50:53508/mozi.m","1600473600","['malware']"
"1.20.242.219:54290/mozi.m","1600473600","['malware']"
"1.230.226.101:58006/.i","1600473600","['malware']"
"1.230.226.101:58006/mozi.a","1600473600","['malware']"
"1.230.226.101:58006/mozi.m","1600473600","['malware']"
"1.24.132.107:39920/mozi.m","1600473600","['malware']"
"1.24.133.153:34678/mozi.m","1600473600","['malware']"
"1.246.222.105:1223/mozi.a","1600473600","['malware']"
"1.246.222.105:1223/mozi.m","1600473600","['malware']"
"1.246.222.107:4428/mozi.a","1600473600","['malware']"
"1.246.222.107:4428/mozi.m","1600473600","['malware']"
"1.246.222.107:4435/mozi.m","1600473600","['malware']"
"1.246.222.109:1927/mozi.m","1600473600","['malware']"
"1.246.222.109:1972/mozi.a","1600473600","['malware']"
"1.246.222.109:1972/mozi.m","1600473600","['malware']"
"1.246.222.109:2957/mozi.m","1600473600","['malware']"
"1.246.222.112:4493/mozi.m","1600473600","['malware']"
"1.246.222.113:1064/mozi.a","1600473600","['malware']"
"1.246.222.113:1064/mozi.m","1600473600","['malware']"
"1.246.222.113:1670/mozi.a","1600473600","['malware']"
"1.246.222.113:1670/mozi.m","1600473600","['malware']"
"1.246.222.113:4235/mozi.m","1600473600","['malware']"
"1.246.222.113:4871/mozi.m","1600473600","['malware']"
"1.246.222.122:2781/mozi.m","1600473600","['malware']"
"1.246.222.123:4081/mozi.a","1600473600","['malware']"
"1.246.222.123:4081/mozi.m","1600473600","['malware']"
"1.246.222.123:4081/mozi.m+-o+-","1600473600","['malware']"
"1.246.222.123:4423/mozi.m","1600473600","['malware']"
"1.246.222.123:4935/mozi.m","1600473600","['malware']"
"1.246.222.127:3755/mozi.a","1600473600","['malware']"
"1.246.222.127:3755/mozi.m","1600473600","['malware']"
"1.246.222.134:1879/mozi.a","1600473600","['malware']"
"1.246.222.134:1879/mozi.m","1600473600","['malware']"
"1.246.222.134:3027/mozi.m","1600473600","['malware']"
"1.246.222.138:1629/mozi.m","1600473600","['malware']"
"1.246.222.138:4409/mozi.a","1600473600","['malware']"
"1.246.222.14:1038/mozi.m","1600473600","['malware']"
"1.246.222.14:3654/mozi.a","1600473600","['malware']"
"1.246.222.14:3654/mozi.m","1600473600","['malware']"
"1.246.222.153:3273/mozi.a","1600473600","['malware']"
"1.246.222.153:3273/mozi.m","1600473600","['malware']"
"1.246.222.160:2716/mozi.m","1600473600","['malware']"
"1.246.222.165:3619/mozi.a","1600473600","['malware']"
"1.246.222.165:3619/mozi.m","1600473600","['malware']"
"1.246.222.169:4167/mozi.m","1600473600","['malware']"
"1.246.222.174:1659/mozi.m","1600473600","['malware']"
"1.246.222.174:3764/mozi.m","1600473600","['malware']"
"1.246.222.174:3791/mozi.m","1600473600","['malware']"
"1.246.222.174:3940/mozi.m","1600473600","['malware']"
"1.246.222.20:4474/mozi.a","1600473600","['malware']"
"1.246.222.20:4474/mozi.m","1600473600","['malware']"
"1.246.222.228:1771/mozi.a","1600473600","['malware']"
"1.246.222.228:2200/mozi.a","1600473600","['malware']"
"1.246.222.228:2200/mozi.m","1600473600","['malware']"
"1.246.222.228:3772/mozi.m","1600473600","['malware']"
"1.246.222.232:4170/mozi.m","1600473600","['malware']"
"1.246.222.234:3030/mozi.m","1600473600","['malware']"
"1.246.222.237:4056/mozi.a","1600473600","['malware']"
"1.246.222.237:4056/mozi.m","1600473600","['malware']"
"1.246.222.245:4391/mozi.a","1600473600","['malware']"
"1.246.222.245:4391/mozi.m","1600473600","['malware']"
"1.246.222.245:4959/mozi.m","1600473600","['malware']"
"1.246.222.249:3847/mozi.m","1600473600","['malware']"
"1.246.222.36:1225/mozi.a","1600473600","['malware']"
"1.246.222.36:1225/mozi.m","1600473600","['malware']"
"1.246.222.36:4315/mozi.a","1600473600","['malware']"
"1.246.222.36:4315/mozi.m","1600473600","['malware']"
"1.246.222.36:4315/mozi.m+-o+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1","1600473600","['malware']"
"1.246.222.38:2677/mozi.a","1600473600","['malware']"
"1.246.222.38:2677/mozi.m","1600473600","['malware']"
"1.246.222.39:2995/mozi.m","1600473600","['malware']"
"1.246.222.41:3262/mozi.m","1600473600","['malware']"
"1.246.222.41:3798/mozi.m","1600473600","['malware']"
"1.246.222.41:3827/mozi.a","1600473600","['malware']"
"1.246.222.42:2664/mozi.m","1600473600","['malware']"
"1.246.222.43:1699/mozi.a","1600473600","['malware']"
"1.246.222.43:1699/mozi.m","1600473600","['malware']"
"1.246.222.44:3345/mozi.m","1600473600","['malware']"
"1.246.222.45:4210/mozi.a","1600473600","['malware']"
"1.246.222.49:3836/mozi.a","1600473600","['malware']"
"1.246.222.49:3836/mozi.m","1600473600","['malware']"
"1.246.222.49:3836/mozi.m+-o+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1","1600473600","['malware']"
"1.246.222.4:2683/mozi.a","1600473600","['malware']"
"1.246.222.4:2683/mozi.m","1600473600","['malware']"
"1.246.222.4:4190/mozi.m","1600473600","['malware']"
"1.246.222.55:4259/mozi.m","1600473600","['malware']"
"1.246.222.56:4348/mozi.a","1600473600","['malware']"
"1.246.222.62:2624/mozi.m","1600473600","['malware']"
"1.246.222.62:3164/mozi.m","1600473600","['malware']"
"1.246.222.62:4491/mozi.m","1600473600","['malware']"
"1.246.222.63:2304/mozi.a","1600473600","['malware']"
"1.246.222.63:2304/mozi.m","1600473600","['malware']"
"1.246.222.63:4522/mozi.m","1600473600","['malware']"
"1.246.222.69:2197/i","1600473600","['malware']"
"1.246.222.69:2197/mozi.a","1600473600","['malware']"
"1.246.222.69:2197/mozi.m","1600473600","['malware']"
"1.246.222.76:1714/mozi.m","1600473600","['malware']"
"1.246.222.79:1516/mozi.m","1600473600","['malware']"
"1.246.222.79:1681/mozi.m","1600473600","['malware']"
"1.246.222.79:2434/mozi.m","1600473600","['malware']"
"1.246.222.79:3692/mozi.a","1600473600","['malware']"
"1.246.222.79:3692/mozi.m","1600473600","['malware']"
"1.246.222.79:3928/mozi.a","1600473600","['malware']"
"1.246.222.79:3928/mozi.m","1600473600","['malware']"
"1.246.222.80:3572/mozi.a","1600473600","['malware']"
"1.246.222.80:3572/mozi.m","1600473600","['malware']"
"1.246.222.83:2622/mozi.a","1600473600","['malware']"
"1.246.222.83:2622/mozi.m","1600473600","['malware']"
"1.246.222.83:3368/mozi.m","1600473600","['malware']"
"1.246.222.83:4683/mozi.m","1600473600","['malware']"
"1.246.222.87:1450/mozi.a","1600473600","['malware']"
"1.246.222.87:2713/mozi.m","1600473600","['malware']"
"1.246.222.87:3047/mozi.a","1600473600","['malware']"
"1.246.222.87:3047/mozi.m","1600473600","['malware']"
"1.246.222.87:4455/mozi.m","1600473600","['malware']"
"1.246.222.8:1204/mozi.m","1600473600","['malware']"
"1.246.222.8:3564/mozi.a","1600473600","['malware']"
"1.246.222.8:4200/mozi.a","1600473600","['malware']"
"1.246.222.92:4259/mozi.m","1600473600","['malware']"
"1.246.222.92:4814/mozi.m","1600473600","['malware']"
"1.246.222.94:3170/mozi.a","1600473600","['malware']"
